,location,total_sqft,bath,size_BHK,price
2415,Harlur,1370.0,2.0,2,88.0
2416,Harlur,1335.0,2.0,2,72.76
2417,Hebbal,1760.0,2.0,3,123.0
2418,Hebbal,5611.5,4.0,4,477.0
2420,Hebbal,1349.0,2.0,2,98.2
2421,Hebbal,2483.0,5.0,4,212.0
2422,Hebbal,1760.0,2.0,3,130.0
2423,Hebbal,3450.0,5.0,3,260.0
2424,Hebbal,1920.0,3.0,3,134.0
2425,Hebbal,1337.0,2.0,2,82.0
2426,Hebbal,1349.0,2.0,2,98.0
2429,Hebbal,1790.0,3.0,3,127.0
2430,Hebbal,687.325,2.0,2,42.72
2432,Hebbal,1985.0,4.0,3,189.0
2433,Hebbal,2483.0,5.0,4,215.0
2434,Hebbal,1080.0,2.0,2,54.0
2435,Hebbal,812.0,2.0,2,55.0
2437,Hebbal,3067.0,4.0,4,230.0
2438,Hebbal,2526.0,2.0,3,250.0
2439,Hebbal,3067.0,4.0,4,230.0
2441,Hebbal,823.0,2.0,2,50.63
2442,Hebbal,1420.0,2.0,2,123.0
2444,Hebbal,1420.0,2.0,2,99.39
2445,Hebbal,4235.0,4.0,4,365.0
2446,Hebbal,1700.0,3.0,3,124.0
2447,Hebbal,3960.0,5.0,4,386.0
2448,Hebbal,1420.0,2.0,2,99.39
2450,Hebbal,1440.0,2.0,2,115.0
2451,Hebbal,1100.0,2.0,2,54.0
2453,Hebbal,2400.0,4.0,3,180.0
2455,Hebbal,1420.0,2.0,2,107.0
2456,Hebbal,1320.0,2.0,2,92.0
2457,Hebbal,919.0,2.0,2,49.0
2458,Hebbal,1645.0,3.0,3,135.0
2459,Hebbal,2080.0,3.0,3,175.0
2461,Hebbal,2483.0,5.0,4,230.0
2462,Hebbal,2600.0,3.0,3,195.0
2463,Hebbal,1645.0,3.0,3,117.0
2464,Hebbal,1251.0,2.0,2,88.73
2465,Hebbal,1645.0,3.0,3,121.0
2466,Hebbal,1760.0,3.0,3,123.0
2468,Hebbal,3960.0,5.0,4,386.0
2469,Hebbal,1645.0,3.0,3,120.0
2470,Hebbal,1255.0,2.0,3,90.0
2471,Hebbal,1645.0,3.0,3,117.0
2474,Hebbal,1636.0,3.0,3,119.0
2475,Hebbal,2661.0,2.0,3,226.5
2476,Hebbal,1255.0,2.0,3,95.0
2479,Hebbal,1255.0,2.0,3,95.0
2480,Hebbal,1088.0,2.0,2,61.45
2481,Hebbal,1349.0,2.0,2,97.8
2483,Hebbal,1344.0,2.0,2,108.0
2484,Hebbal,1255.0,2.0,3,90.0
2486,Hebbal,1138.0,2.0,2,110.0
2487,Hebbal,2790.0,5.0,4,204.0
2488,Hebbal,1088.0,2.0,2,62.0
2489,Hebbal,1987.0,4.0,3,165.0
2491,Hebbal,1299.0,2.0,2,100.0
2492,Hebbal,1200.0,2.0,2,60.0
2493,Hebbal,1645.0,3.0,3,117.0
2494,Hebbal,1390.0,2.0,2,95.0
2495,Hebbal,1333.0,2.0,2,100.0
2497,Hebbal,2650.0,4.0,3,199.0
2498,Hebbal,1800.0,3.0,3,140.0
2500,Hebbal,2470.0,4.0,4,203.0
2501,Hebbal,1255.0,2.0,3,95.0
2502,Hebbal,1333.0,2.0,2,104.0
2503,Hebbal,1645.0,3.0,3,117.0
2504,Hebbal,2600.0,3.0,3,199.0
2505,Hebbal,1345.0,2.0,2,97.0
2507,Hebbal,985.0,2.0,2,62.0
2508,Hebbal,1320.0,2.0,2,91.0
2509,Hebbal,2388.0,3.0,3,195.0
2510,Hebbal,1040.0,2.0,2,55.0
2512,Hebbal,2600.0,3.0,3,195.0
2513,Hebbal,2630.0,5.0,4,188.0
2515,Hebbal,1645.0,3.0,3,113.0
2517,Hebbal,1420.0,2.0,2,99.39
2519,Hebbal,3520.0,5.0,3,320.0
2520,Hebbal,1162.0,2.0,2,69.0
2521,Hebbal,1100.0,2.0,2,60.0
2522,Hebbal,4235.0,5.0,4,364.0
2523,Hebbal,1299.0,2.0,2,97.0
2525,Hebbal,2470.0,5.0,4,192.0
2526,Hebbal,1645.0,3.0,3,117.0
2527,Hebbal,1920.0,3.0,3,134.0
2528,Hebbal,3520.0,5.0,3,240.0
2529,Hebbal,1920.0,3.0,3,150.0
2530,Hebbal,2375.0,4.0,4,189.0
2531,Hebbal,1420.0,2.0,2,99.26
2532,Hebbal,1252.0,2.0,2,92.0
2534,Hebbal,1162.0,2.0,2,59.0
2535,Hebbal,1294.0,2.0,2,115.0
2536,Hebbal,4225.0,6.0,4,359.0
2537,Hebbal,1150.0,2.0,2,57.0
2538,Hebbal,1740.0,2.0,3,137.0
2540,Hebbal,1662.0,3.0,3,155.0
2541,Hebbal,2250.0,3.0,3,219.0
2542,Hebbal,1349.0,2.0,2,98.0
2543,Hebbal,4000.0,6.0,4,370.0
2544,Hebbal,1349.0,2.0,2,96.8
2545,Hebbal Kempapura,1700.0,3.0,3,155.0
2546,Hebbal Kempapura,1800.0,3.0,3,175.0
2547,Hebbal Kempapura,2900.0,4.0,3,300.0
2548,Hebbal Kempapura,3522.0,3.0,3,380.0
2549,Hebbal Kempapura,2280.0,5.0,5,200.0
2550,Hebbal Kempapura,1200.0,2.0,2,125.0
2551,Hebbal Kempapura,2900.0,4.0,3,240.0
2553,Hebbal Kempapura,1300.0,2.0,2,102.0
2554,Hebbal Kempapura,1466.0,2.0,3,140.0
2556,Hebbal Kempapura,1725.0,2.0,3,165.0
2557,Hebbal Kempapura,1200.0,3.0,3,125.0
2558,Hebbal Kempapura,3408.0,3.0,3,260.0
2559,Hebbal Kempapura,1485.0,3.0,2,132.0
2560,Hebbal Kempapura,1400.0,2.0,2,108.0
2561,Hebbal Kempapura,1800.0,3.0,3,150.0
2562,Hebbal Kempapura,2400.0,5.0,5,200.0
2563,Hebbal Kempapura,2800.0,5.0,5,220.0
2564,Hebbal Kempapura,1785.0,3.0,3,165.0
2565,Hebbal Kempapura,3729.0,4.0,4,384.0
2566,Hebbal Kempapura,1600.0,3.0,3,170.0
2567,Hebbal Kempapura,1730.0,3.0,3,175.0
2569,Hegde Nagar,1569.0,3.0,3,101.0
2570,Hegde Nagar,3000.0,7.0,6,210.0
2571,Hegde Nagar,2026.0,3.0,3,132.0
2572,Hegde Nagar,1801.0,3.0,3,115.0
2573,Hegde Nagar,1050.0,1.0,2,56.0
2574,Hegde Nagar,1341.0,2.0,2,97.0
2575,Hegde Nagar,2112.95,4.0,3,145.0
2576,Hegde Nagar,1200.0,4.0,4,83.0
2577,Hegde Nagar,1703.0,3.0,3,113.0
2578,Hegde Nagar,1570.0,3.0,3,105.0
2579,Hegde Nagar,1801.0,3.0,3,140.0
2580,Hegde Nagar,1584.01,3.0,3,103.0
2581,Hegde Nagar,1965.0,4.0,3,125.0
2582,Hegde Nagar,1200.0,2.0,2,75.0
2583,Hegde Nagar,1847.0,3.0,3,135.0
2584,Hegde Nagar,1965.0,4.0,3,132.0
2585,Hegde Nagar,1703.0,3.0,3,125.0
2586,Hegde Nagar,1847.0,3.0,3,125.0
2587,Hegde Nagar,2144.6,4.0,3,145.0
2588,Hegde Nagar,1718.0,3.0,3,119.0
2589,Hegde Nagar,1847.0,3.0,3,123.0
2590,Hegde Nagar,1340.0,2.0,2,72.0
2591,Hegde Nagar,2087.01,3.0,3,115.0
2592,Hegde Nagar,1703.0,3.0,3,130.0
2593,Hegde Nagar,2087.01,4.0,3,135.0
2594,Hegde Nagar,1718.0,3.0,3,130.0
2595,Hegde Nagar,1884.0,4.0,3,118.0
2596,Hegde Nagar,1930.0,4.0,3,122.0
2597,Hegde Nagar,1584.01,3.0,3,104.0
2598,Hegde Nagar,1168.0,2.0,3,68.0
2599,Hegde Nagar,2162.03,4.0,3,129.0
2600,Hegde Nagar,2087.01,4.0,3,160.0
2601,Hegde Nagar,1000.0,2.0,2,66.0
2602,Hegde Nagar,1348.0,2.0,3,80.5
2603,Hennur,1075.0,2.0,2,52.0
2604,Hennur,1255.0,2.0,2,52.32
2605,Hennur,1225.0,2.0,2,57.0
2606,Hennur,1255.0,2.0,2,57.5
2607,Hennur,1259.0,2.0,2,57.0
2608,Hennur,1255.0,2.0,2,53.5
2609,Hennur,1285.0,2.0,2,60.0
2610,Hennur,1285.0,2.0,2,60.0
2611,Hennur,1100.0,2.0,2,60.0
2612,Hennur,1231.0,2.0,2,48.0
2613,Hennur,1255.0,2.0,2,58.0
2614,Hennur,1040.0,2.0,2,42.12
2615,Hennur,1255.0,2.0,2,54.5
2616,Hennur,1041.0,2.0,2,40.6
2618,Hennur,1255.0,2.0,2,55.5
2620,Hennur,1231.0,2.0,2,50.0
2621,Hennur,2500.0,5.0,5,125.0
2622,Hennur,1160.0,2.0,2,49.0
2623,Hennur,2400.0,3.0,3,135.0
2624,Hennur,1255.0,2.0,2,53.5
2625,Hennur,1255.0,2.0,2,55.5
2626,Hennur,1100.0,2.0,2,44.55
2627,Hennur,1255.0,2.0,2,57.5
2628,Hennur,960.0,2.0,2,48.0
2629,Hennur,1020.0,2.0,2,48.0
2630,Hennur,1255.0,2.0,2,52.32
2631,Hennur,1295.0,2.0,2,64.0
2632,Hennur,1935.0,3.0,3,102.0
2634,Hennur,1345.0,2.0,3,69.0
2635,Hennur,1255.0,2.0,2,58.0
2636,Hennur,1420.0,2.0,2,62.0
2637,Hennur,1155.0,2.0,2,54.5
2638,Hennur,1255.0,2.0,2,52.32
2639,Hennur,1255.0,2.0,2,52.35
2642,Hennur,1255.0,2.0,2,54.5
2643,Hennur,1830.0,2.0,3,113.0
2644,Hennur,1830.5,3.0,3,84.205
2645,Hennur,1255.0,2.0,2,55.5
2646,Hennur,1255.0,2.0,2,53.57
2647,Hennur,1255.0,2.0,2,56.5
2648,Hennur,1050.0,2.0,2,42.73
2649,Hennur,1295.0,2.0,2,62.0
2650,Hennur Road,2089.0,3.0,3,140.0
2651,Hennur Road,3203.5,2.0,4,224.5
2652,Hennur Road,5000.0,8.0,8,250.0
2653,Hennur Road,1385.0,2.0,2,83.09
2654,Hennur Road,1317.5,2.0,2,63.77
2656,Hennur Road,2264.0,3.0,3,159.0
2657,Hennur Road,1157.0,2.0,2,84.0
2658,Hennur Road,1904.0,3.0,3,120.0
2659,Hennur Road,1891.0,3.0,3,109.0
2660,Hennur Road,1561.0,3.0,3,95.0
2662,Hennur Road,2060.0,3.0,3,149.0
2663,Hennur Road,1482.0,2.0,3,92.0
2664,Hennur Road,1232.0,2.0,2,89.0
2665,Hennur Road,1065.0,2.0,2,42.6
2667,Hennur Road,1482.0,2.0,3,87.0
2668,Hennur Road,1891.0,3.0,3,139.0
2669,Hennur Road,1703.0,3.0,3,101.0
2670,Hennur Road,1232.0,2.0,2,69.61
2671,Hennur Road,987.0,2.0,2,49.0
2673,Hennur Road,2160.0,3.0,3,160.0
2675,Hennur Road,1680.0,3.0,3,99.27
2676,Hennur Road,1065.0,2.0,2,42.6
2677,Hennur Road,1385.0,2.0,2,83.09
2679,Hennur Road,2350.0,3.0,3,174.0
2680,Hennur Road,1586.0,3.0,3,93.94
2681,Hennur Road,1975.0,3.0,3,123.0
2683,Hennur Road,1290.0,2.0,3,94.5
2684,Hennur Road,901.0,2.0,2,49.5
2685,Hennur Road,1445.0,3.0,3,86.56
2686,Hennur Road,1482.0,2.0,3,97.0
2687,Hennur Road,1182.0,2.0,2,82.5
2689,Hennur Road,1036.0,2.0,2,59.46
2690,Hennur Road,1891.0,3.0,3,109.0
2691,Hennur Road,1232.0,2.0,2,69.61
2693,Hennur Road,2320.0,3.0,3,170.0
2694,Hennur Road,1936.0,3.0,3,118.0
2695,Hennur Road,1480.0,2.0,2,65.0
2696,Hennur Road,1590.0,3.0,3,96.5
2697,Hennur Road,1445.0,2.0,3,105.0
2698,Hennur Road,1036.0,2.0,2,59.45
2699,Hennur Road,1832.0,3.0,3,125.0
2700,Hennur Road,1359.0,2.0,2,104.0
2701,Hennur Road,1341.0,2.0,2,75.76
2702,Hennur Road,1040.0,2.0,2,50.0
2704,Hennur Road,1414.0,2.0,2,84.18
2705,Hennur Road,1949.0,3.0,3,133.0
2706,Hennur Road,1232.0,2.0,2,89.0
2707,Hennur Road,1250.0,2.0,3,77.88
2708,Hennur Road,2502.0,4.0,4,180.0
2709,Hennur Road,1831.0,3.0,3,110.0
2710,Hennur Road,1232.0,2.0,2,87.0
2711,Hennur Road,1232.0,2.0,2,74.0
2712,Hennur Road,1232.0,2.0,2,66.0
2713,Hennur Road,1341.0,2.0,2,95.0
2715,Hennur Road,1232.0,2.0,2,88.0
2716,Hennur Road,2365.0,4.0,3,175.0
2717,Hennur Road,1310.0,2.0,2,66.0
2719,Hennur Road,1015.0,2.0,2,50.0
2721,Hennur Road,2264.0,3.0,3,168.0
2722,Hennur Road,2002.0,3.0,3,120.0
2723,Hennur Road,1232.0,2.0,2,69.6
2724,Hennur Road,1195.0,2.0,2,73.0
2725,Hennur Road,1020.0,2.0,2,47.0
2726,Hennur Road,5100.0,6.0,5,375.0
2727,Hennur Road,1061.0,2.0,2,54.92
2729,Hennur Road,1020.0,2.0,2,45.0
2730,Hennur Road,2041.0,3.0,3,128.0
2731,Hennur Road,1232.0,2.0,2,87.0
2732,Hennur Road,1066.0,2.0,2,52.23
2733,Hennur Road,973.0,2.0,2,56.0
2734,Hennur Road,1255.0,2.0,2,84.0
2735,Hennur Road,1232.0,2.0,2,83.0
2736,Hennur Road,1832.0,3.0,3,116.0
2737,Hennur Road,2050.0,3.0,3,120.0
2738,Hennur Road,1445.0,2.0,3,86.69
2739,Hennur Road,1445.0,2.0,3,83.0
2742,Hennur Road,1654.0,3.0,3,97.8
2743,Hennur Road,1480.0,3.0,3,100.0
2744,Hennur Road,1450.0,3.0,3,88.6
2745,Hennur Road,1155.0,2.0,2,69.18
2746,Hennur Road,1053.0,2.0,2,53.0
2747,Hennur Road,1195.0,2.0,2,59.0
2748,Hennur Road,1904.0,3.0,3,129.0
2749,Hennur Road,1981.0,3.0,3,134.0
2750,Hennur Road,1155.0,2.0,2,69.18
2752,Hennur Road,1590.0,3.0,3,105.0
2753,Hennur Road,2041.0,3.0,3,138.0
2754,Hennur Road,1100.0,2.0,3,78.0
2755,Hennur Road,1880.0,4.0,4,154.0
2756,Hennur Road,1232.0,2.0,2,69.61
2757,Hennur Road,1748.0,3.0,3,103.0
2758,Hennur Road,1460.0,2.0,2,80.3
2760,Hennur Road,1933.0,3.0,3,140.0
2761,Hennur Road,1030.0,2.0,2,46.5
2762,Hennur Road,1232.0,2.0,2,69.61
2764,Hennur Road,1445.0,2.0,3,89.56
2765,Hennur Road,973.0,2.0,2,50.74
2767,Hennur Road,1305.0,2.0,3,77.0
2769,Hennur Road,1165.0,2.0,2,67.0
2770,Hennur Road,980.0,2.0,2,51.0
2771,Hennur Road,1232.0,2.0,2,80.0
2772,Hennur Road,1085.0,2.0,2,43.4
2773,Hennur Road,950.0,2.0,2,55.0
2774,Hennur Road,1140.0,2.0,2,56.0
2775,Hennur Road,1891.0,3.0,3,110.0
2778,Hennur Road,1165.0,2.0,2,52.0
2779,Hennur Road,1450.0,2.0,2,80.0
2780,Hennur Road,1155.0,2.0,2,69.18
2781,Hennur Road,1936.0,3.0,3,131.0
2782,Hoodi,985.0,2.0,2,67.0
2785,Hoodi,1425.0,2.0,2,80.0
2786,Hoodi,1420.0,2.0,2,75.0
2787,Hoodi,1639.0,3.0,3,110.0
2789,Hoodi,1639.0,3.0,3,98.32
2793,Hoodi,1026.0,2.0,2,60.87
2794,Hoodi,1050.0,2.0,2,50.0
2795,Hoodi,1400.0,2.0,2,78.0
2796,Hoodi,2400.0,5.0,5,160.0
2797,Hoodi,1196.0,2.0,2,71.74
2799,Hoodi,1500.0,2.0,2,84.0
2800,Hoodi,1055.0,2.0,2,57.63
2801,Hoodi,1925.0,2.0,3,114.0
2802,Hoodi,1400.0,2.0,2,82.0
2804,Hoodi,706.0,1.0,1,48.24
2805,Hoodi,1257.0,2.0,2,69.0
2806,Hoodi,1132.0,2.0,2,67.9
2807,Hoodi,1925.0,3.0,3,110.0
2809,Hoodi,1257.0,2.0,2,71.03
2810,Hoodi,1305.0,2.0,2,75.0
2812,Hoodi,1240.0,2.0,2,65.0
2814,Hoodi,1108.0,2.0,2,74.23
2815,Hoodi,1257.0,2.0,2,68.5
2816,Hoodi,1000.0,2.0,2,48.0
2817,Hoodi,1063.0,2.0,2,61.17
2818,Hoodi,1259.0,2.0,2,69.45
2819,Hoodi,711.0,1.0,1,42.65
2821,Hoodi,863.0,1.0,1,40.55
2822,Hoodi,1715.0,2.0,3,100.0
2824,Hoodi,1447.0,3.0,2,76.0
2825,Hoodi,2144.0,3.0,3,140.0
2826,Hoodi,1108.0,2.0,2,66.46
2828,Hoodi,1837.0,3.0,3,110.0
2829,Hoodi,3385.0,4.0,4,220.0
2831,Hoodi,1181.0,2.0,2,55.0
2832,Hoodi,1490.0,3.0,3,85.0
2833,Hoodi,1258.5,2.0,2,59.135
2834,Horamavu Agara,1200.0,2.0,2,45.0
2835,Horamavu Agara,1560.0,3.0,3,75.0
2836,Horamavu Agara,755.0,2.0,2,37.49
2837,Horamavu Agara,982.0,2.0,2,47.65
2838,Horamavu Agara,1650.0,2.0,3,75.0
2839,Horamavu Agara,950.0,2.0,2,39.0
2840,Horamavu Agara,1756.0,3.0,3,92.0
2841,Horamavu Agara,1106.0,2.0,2,43.09
2842,Horamavu Agara,1079.0,2.0,2,41.0
2843,Horamavu Agara,1265.0,2.0,3,65.0
2844,Horamavu Agara,1060.0,2.0,2,37.0
2845,Horamavu Agara,1107.83,2.0,2,41.51
2846,Horamavu Agara,980.0,2.0,2,38.19
2847,Horamavu Agara,1250.0,3.0,3,65.0
2848,Horamavu Agara,1145.0,2.0,2,41.21
2849,Horamavu Agara,2400.0,3.0,5,80.0
2850,Horamavu Agara,1000.0,2.0,2,46.0
2851,Horamavu Agara,760.0,2.0,2,37.49
2852,Horamavu Agara,1150.0,2.0,2,42.0
2854,Horamavu Agara,750.0,2.0,2,37.49
2855,Horamavu Agara,625.0,1.0,1,27.0
2856,Horamavu Agara,1080.0,2.0,2,38.0
2857,Horamavu Agara,994.0,2.0,2,42.28
2858,Horamavu Agara,1107.83,2.0,2,41.51
2860,Horamavu Agara,1090.0,2.0,2,46.0
2861,Horamavu Agara,1400.0,3.0,3,63.0
2862,Horamavu Agara,1557.0,3.0,3,70.0
2863,Horamavu Agara,1058.0,2.0,2,47.0
2866,Horamavu Banaswadi,1460.0,2.0,2,80.5
2867,Horamavu Banaswadi,1156.0,2.0,2,46.0
2868,Horamavu Banaswadi,1180.0,2.0,2,58.0
2869,Horamavu Banaswadi,1307.0,2.0,2,51.6
2870,Horamavu Banaswadi,3800.0,8.0,6,200.0
2871,Horamavu Banaswadi,1357.0,2.0,2,54.0
2872,Horamavu Banaswadi,925.0,2.0,2,38.0
2873,Horamavu Banaswadi,1272.0,2.0,2,48.0
2874,Horamavu Banaswadi,1225.0,2.0,2,49.5
2875,Horamavu Banaswadi,1272.0,2.0,2,51.5
2876,Horamavu Banaswadi,1272.0,2.0,2,51.5
2877,Horamavu Banaswadi,1156.0,2.0,2,46.9
2878,Horamavu Banaswadi,1200.0,2.0,2,45.0
2879,Horamavu Banaswadi,1254.0,2.0,2,47.0
2880,Horamavu Banaswadi,1610.0,3.0,3,68.0
2881,Horamavu Banaswadi,1210.0,2.0,2,50.0
2882,Horamavu Banaswadi,1357.0,2.0,2,54.0
2883,Horamavu Banaswadi,1272.0,2.0,2,50.0
2884,Horamavu Banaswadi,1200.0,2.0,2,45.0
2885,Horamavu Banaswadi,1025.0,2.0,2,45.0
2886,Horamavu Banaswadi,1081.0,2.0,2,52.0
2887,Horamavu Banaswadi,1000.0,2.0,2,50.0
2888,Hormavu,1500.0,2.0,2,78.0
2889,Hormavu,1150.0,2.0,2,55.0
2891,Hormavu,1180.0,2.0,2,50.0
2892,Hormavu,1200.0,2.0,2,67.0
2893,Hormavu,1200.0,3.0,2,70.0
2894,Hormavu,1175.0,2.0,2,52.0
2895,Hormavu,1351.0,2.0,1,53.0
2896,Hormavu,1141.0,2.0,2,44.4
2897,Hormavu,1130.0,2.0,2,42.3
2899,Hormavu,1725.0,3.0,3,85.0
2900,Hormavu,1153.0,2.0,2,65.0
2901,Hormavu,1150.0,2.0,2,53.11
2902,Hormavu,1123.0,2.0,2,56.0
2903,Hormavu,1385.0,2.0,3,69.0
2905,Hormavu,1030.0,2.0,2,49.35
2906,Hormavu,1018.0,2.0,2,50.8
2907,Hormavu,1555.0,3.0,3,75.0
2908,Hormavu,1143.0,2.0,2,53.0
2909,Hormavu,1100.0,2.0,2,38.0
2910,Hormavu,1000.0,2.0,2,50.0
2911,Hormavu,1200.0,2.0,2,68.0
2913,Hormavu,1200.0,2.0,2,68.0
2914,Hormavu,765.0,2.0,2,37.49
2916,Hormavu,1081.5,2.0,2,38.665
2917,Hormavu,1250.0,2.0,2,60.0
2918,Hormavu,965.0,2.0,2,37.15
2919,Hormavu,583.0,1.0,1,28.275
2920,Hormavu,1129.0,2.0,2,44.0
2921,Hormavu,1385.0,2.0,3,69.25
2922,Hormavu,1165.0,2.0,2,40.0
2923,Hormavu,1065.0,2.0,2,50.92
2924,Hormavu,1046.0,2.0,2,60.0
2925,Hormavu,1400.0,2.0,2,75.0
2926,Hormavu,1365.0,2.0,3,65.0
2927,Hormavu,1196.0,2.0,2,44.8
2928,Hormavu,1263.0,2.0,2,47.36
2929,Hormavu,1015.0,2.0,2,39.08
2931,Hormavu,1200.0,2.0,2,73.0
2932,Hormavu,1250.0,2.0,2,65.0
2934,Hormavu,1075.0,2.0,2,53.7
2935,Hormavu,980.0,2.0,2,42.0
2936,Hormavu,1075.0,2.0,2,53.7
2937,Hormavu,2282.0,4.0,4,115.0
2938,Hormavu,1206.0,2.0,2,55.0
2939,Hormavu,1310.0,2.0,2,67.0
2940,Hormavu,1310.0,2.0,2,60.0
2941,Hormavu,1020.0,2.0,2,45.75
2942,Hormavu,1210.0,2.0,2,69.0
2943,Hosa Road,1652.0,3.0,3,85.0
2945,Hosa Road,1161.0,2.0,2,55.15
2947,Hosa Road,1161.0,2.0,2,55.15
2948,Hosa Road,1365.0,2.0,2,92.0
2949,Hosa Road,1243.0,2.0,2,48.5
2951,Hosa Road,1332.0,2.0,3,86.12
2952,Hosa Road,615.0,1.0,1,28.29
2953,Hosa Road,1318.0,2.0,3,85.28
2954,Hosa Road,1133.0,2.0,2,52.0
2955,Hosa Road,1016.0,2.0,2,40.0
2956,Hosa Road,972.0,2.0,2,40.0
2957,Hosa Road,1161.0,2.0,2,55.15
2958,Hosa Road,1532.0,3.0,3,98.13
2959,Hosa Road,1680.0,3.0,3,101.0
2960,Hosa Road,880.0,2.0,2,50.0
2961,Hosa Road,1533.0,3.0,3,98.18
2962,Hosa Road,1040.0,2.0,2,68.59
2963,Hosa Road,1040.0,2.0,2,61.0
2965,Hosa Road,1245.0,2.0,2,62.0
2966,Hosa Road,1311.0,2.0,3,84.86
2967,Hosa Road,800.0,1.0,1,39.99
2969,Hosa Road,1364.0,2.0,2,64.79
2970,Hosa Road,1016.0,2.0,2,45.0
2972,Hosa Road,1360.0,2.0,2,77.61
2973,Hosa Road,1170.0,2.0,2,65.0
2974,Hosa Road,1161.0,2.0,2,55.15
2975,Hosa Road,1470.0,2.0,3,84.22
2977,Hosa Road,1161.0,2.0,2,48.75
2979,Hosa Road,1016.0,2.0,2,39.95
2980,Hosakerehalli,2378.0,3.0,3,262.0
2981,Hosakerehalli,2376.0,3.0,3,203.0
2982,Hosakerehalli,3205.0,5.0,4,380.0
2984,Hosakerehalli,3024.0,5.0,4,350.0
2985,Hosakerehalli,2400.0,5.0,5,250.0
2986,Hosakerehalli,1817.0,4.0,3,153.0
2987,Hosakerehalli,1304.0,2.0,2,100.0
2988,Hosakerehalli,2480.0,3.0,3,245.0
2989,Hosakerehalli,925.0,2.0,2,46.5
2990,Hosakerehalli,2480.0,4.0,3,260.0
2991,Hosakerehalli,1596.0,3.0,3,79.8
2992,Hosakerehalli,1200.0,2.0,3,100.0
2993,Hosakerehalli,3205.0,4.0,4,300.0
2994,Hosakerehalli,3033.0,4.0,4,326.0
2995,Hosakerehalli,600.0,2.0,2,65.0
2996,Hosakerehalli,2480.0,4.0,3,265.0
2997,Hosakerehalli,925.0,2.0,2,46.25
2998,Hosakerehalli,2376.0,3.0,3,240.0
2999,Hosakerehalli,1500.0,6.0,5,145.0
3000,Hoskote,1250.0,3.0,3,50.0
3001,Hoskote,1225.0,3.0,3,40.0
3002,Hoskote,1740.0,3.0,3,60.0
3003,Hoskote,1170.0,2.0,2,45.0
3005,Hoskote,1200.0,3.0,3,57.0
3006,Hoskote,1069.0,2.0,3,38.0
3007,Hoskote,1095.0,2.0,2,33.6
3009,Hoskote,1065.0,2.0,2,31.5
3010,Hoskote,1395.0,2.0,3,63.0
3011,Hoskote,1065.0,2.0,2,28.5
3012,Hoskote,945.0,2.0,2,35.0
3013,Hoskote,1003.5,2.0,2,28.095
3014,Hoskote,1065.0,2.0,2,33.75
3015,Hoskote,509.0,1.0,1,23.0
3016,Hosur Road,1656.0,2.0,2,120.0
3017,Hosur Road,1194.0,2.0,2,69.0
3020,Hosur Road,3300.0,5.0,5,240.0
3021,Hosur Road,1510.0,2.0,3,105.0
3022,Hosur Road,1427.0,2.0,3,80.63
3023,Hosur Road,1508.0,2.0,3,110.0
3024,Hosur Road,460.0,1.0,1,21.0
3026,Hosur Road,1179.0,2.0,2,49.0
3027,Hosur Road,950.0,2.0,2,60.0
3028,Hosur Road,1194.0,2.0,2,71.64
3029,Hosur Road,1766.0,3.0,3,130.0
3030,Hosur Road,1689.0,3.0,3,103.0
3031,Hosur Road,3600.0,5.0,5,180.0
3032,Hosur Road,1170.0,2.0,2,48.0
3033,Hosur Road,1250.0,2.0,2,55.0
3034,Hosur Road,1689.0,3.0,3,103.0
3036,Hosur Road,2000.0,4.0,4,130.0
3037,Hosur Road,1250.0,2.0,2,65.0
3038,Hosur Road,1689.0,3.0,3,103.0
3041,Hosur Road,1223.0,2.0,2,93.0
3043,Hosur Road,1919.0,3.0,3,117.0
3044,Hulimavu,1125.0,2.0,2,50.0
3045,Hulimavu,1242.0,2.0,2,51.0
3047,Hulimavu,1823.0,3.0,3,100.0
3048,Hulimavu,1300.0,2.0,2,36.0
3049,Hulimavu,1080.0,2.0,2,43.2
3050,Hulimavu,1100.0,2.0,2,71.5
3052,Hulimavu,688.0,1.0,1,50.0
3053,Hulimavu,1255.0,2.0,2,73.0
3054,Hulimavu,1200.0,4.0,4,75.0
3055,Hulimavu,1058.0,2.0,2,48.0
3056,Hulimavu,1375.0,2.0,2,80.0
3057,Hulimavu,1248.0,2.0,2,69.0
3058,Hulimavu,1818.0,3.0,3,135.0
3059,Hulimavu,1225.0,2.0,2,55.0
3060,Hulimavu,1255.0,2.0,2,74.0
3061,Hulimavu,1175.0,2.0,2,45.0
3062,Hulimavu,1255.0,2.0,2,69.0
3063,Hulimavu,1255.0,2.0,2,66.0
3064,Hulimavu,3035.0,5.0,3,271.0
3065,Hulimavu,3035.0,5.0,3,220.0
3066,Hulimavu,1127.0,2.0,2,65.0
3067,Hulimavu,1200.0,2.0,2,50.0
3069,Hulimavu,1200.0,2.0,2,75.0
3070,Hulimavu,1430.0,2.0,3,90.0
3071,Hulimavu,850.0,1.0,2,39.5
3072,Hulimavu,1000.0,2.0,2,45.0
3075,Hulimavu,3560.0,5.0,4,318.0
3076,Hulimavu,1011.0,2.0,2,38.0
3077,Hulimavu,1276.0,2.0,2,76.0
3078,Hulimavu,1500.0,2.0,2,90.0
3079,Hulimavu,1315.0,2.0,2,60.48
3080,Hulimavu,1021.0,2.0,2,76.0
3081,Hulimavu,581.0,1.0,1,29.0
